theta,quantum_exposure,return,sharpe,risk
0.0,0.845,-0.12708336798307063,-3.5545680788426175,0.001278214556824159
0.05,0.8388888888888888,-0.07323158432449085,-2.320484863387084,0.0009959542294246293
0.1,0.8388888888888888,-0.07323158432449085,-2.320484863387084,0.0009959542294246293
0.2,0.7777777777777777,-0.06850558727537098,-1.9560057586721908,0.0012266247670089853
0.3,0.7624999999999998,-0.06518374725597083,-2.16050261165408,0.0009102675386966991
0.5,0.42499999999999993,-0.20184837432341285,-4.630114180704389,0.0019004966563165857
0.8,0.19999999999999998,-0.316063028379216,-5.652610490920248,0.003126434061846173
1.2,0.16249999999999995,-0.3881818652439919,-6.99654684454201,0.0030782436520941413
