strategy,quantum_exposure,return,sharpe,risk
quantum-blind (theta=0),0.2722222222222222,-0.03574231047529079,-1.3298092276539757,0.0007224146782501919
quantum-aware (theta=0.1),0.19999999999999998,-0.11426641846150534,-3.979339526274847,0.0008245466639686483
