date,BTC-USD,ETH-USD,SOL-USD,QRL-USD,ALGO-USD
2023-02-11,21870.875,1539.9267578125,20.83009529113769,0.1214379966259002,0.257189005613327
2023-02-12,21788.203125,1515.03369140625,21.489978790283203,0.1073729991912841,0.2483370006084442
2023-02-13,21808.1015625,1507.1658935546875,20.79010009765625,0.1130499988794326,0.2446579933166504
2023-02-14,22220.8046875,1556.8751220703125,21.824953079223636,0.117977999150753,0.2536700069904327
2023-02-15,24307.841796875,1673.7459716796875,23.883901596069336,0.1352989971637725,0.272707998752594
2023-02-16,23623.474609375,1640.067626953125,22.285951614379883,0.123488001525402,0.2586039900779724
2023-02-17,24565.6015625,1694.7833251953125,23.166757583618164,0.1341210007667541,0.271575003862381
2023-02-18,24641.27734375,1691.8194580078125,23.478591918945312,0.1277430057525634,0.2735140025615692
2023-02-19,24327.642578125,1681.4361572265625,24.84075164794922,0.1311839967966079,0.2781600058078766
2023-02-20,24829.1484375,1702.6751708984375,26.18138694763184,0.1198740005493164,0.2849929928779602
2023-02-21,24436.353515625,1658.036376953125,24.948558807373047,0.1214319989085197,0.278344988822937
2023-02-22,24188.84375,1643.231689453125,24.18134880065918,0.1246839985251426,0.2713229954242706
2023-02-23,23947.4921875,1651.0738525390625,23.90080070495605,0.1386539936065673,0.2687140107154846
2023-02-24,23198.126953125,1608.3731689453125,23.053035736083984,0.1221819967031478,0.256846010684967
2023-02-25,23175.375,1594.9149169921875,22.523399353027344,0.1151579990983009,0.2513000071048736
2023-02-26,23561.212890625,1640.817138671875,23.256088256835938,0.1167190000414848,0.255726009607315
2023-02-27,23522.87109375,1634.326416015625,22.692588806152344,0.1176100000739097,0.2552320063114166
2023-02-28,23147.353515625,1605.8951416015625,21.9163875579834,0.1164000034332275,0.244947001338005
2023-03-01,23646.55078125,1663.4337158203125,22.506431579589844,0.1154159978032112,0.2512190043926239
2023-03-02,23475.466796875,1647.3193359375,21.984878540039062,0.1158069968223571,0.2425969988107681
2023-03-03,22362.6796875,1569.1676025390625,21.39935302734375,0.1143969967961311,0.2334460020065307
2023-03-04,22353.349609375,1566.9239501953125,20.96683883666992,0.1123220026493072,0.2254939973354339
2023-03-05,22435.513671875,1564.46875,20.97858428955078,0.1122799962759018,0.2271859943866729
2023-03-06,22429.7578125,1567.398681640625,20.635011672973636,0.1132699996232986,0.2259649932384491
2023-03-07,22219.76953125,1561.93310546875,20.24473190307617,0.1080780029296875,0.2176460027694702
2023-03-08,21718.080078125,1534.0882568359375,18.42119407653809,0.103921003639698,0.2023279964923858
2023-03-09,20363.021484375,1438.6607666015625,17.308147430419922,0.1010729968547821,0.193573996424675
2023-03-10,20187.244140625,1429.1580810546875,18.24364280700684,0.0986130014061927,0.1893420070409774
2023-03-11,20632.41015625,1482.61669921875,18.22584342956543,0.0998940020799636,0.1892209947109222
2023-03-12,22163.94921875,1590.29296875,20.310531616210938,0.1130210012197494,0.2023909986019134
2023-03-13,24197.533203125,1680.3089599609375,20.433712005615234,0.1194529980421066,0.2129310071468353
2023-03-14,24746.07421875,1703.507080078125,20.92803382873535,0.1190200001001358,0.2227309942245483
2023-03-15,24375.9609375,1656.1805419921875,19.29098129272461,0.1147819980978965,0.2048719972372055
2023-03-16,25052.7890625,1677.2154541015625,19.73054313659668,0.1169480010867118,0.2091690003871917
2023-03-17,27423.9296875,1792.485107421875,21.62910270690918,0.1379549950361251,0.2272409945726394
2023-03-18,26965.87890625,1761.65966796875,21.19590187072754,0.1384080052375793,0.2156780064105987
2023-03-19,28038.67578125,1785.5765380859375,21.90340232849121,0.1440760046243667,0.2210180014371872
2023-03-20,27767.236328125,1735.3212890625,22.176464080810547,0.1435129940509796,0.2101819962263107
2023-03-21,28175.81640625,1806.7607421875,22.61826705932617,0.1484429985284805,0.2245510071516037
2023-03-22,27307.4375,1737.717041015625,21.48048591613769,0.1472299993038177,0.2140620052814483
2023-03-23,28333.97265625,1816.4051513671875,22.216777801513672,0.1388989984989166,0.2196909934282302
2023-03-24,27493.28515625,1752.0447998046875,20.678855895996094,0.1302530020475387,0.2092189937829971
2023-03-25,27494.70703125,1743.7647705078125,20.446645736694336,0.1370709985494613,0.2065410017967224
2023-03-26,27994.330078125,1775.6767578125,20.97551918029785,0.132868006825447,0.2108290046453476
2023-03-27,27139.888671875,1715.4608154296875,19.921674728393555,0.126010000705719,0.2002740055322647
2023-03-28,27268.130859375,1772.78564453125,20.4706974029541,0.1300089955329895,0.202005997300148
2023-03-29,28348.44140625,1793.0018310546875,21.111467361450195,0.1395680010318756,0.2343270033597946
2023-03-30,28033.5625,1792.7371826171875,20.55104637145996,0.1387609988451004,0.2245839983224868
2023-03-31,28478.484375,1822.0220947265625,21.17049598693848,0.142423003911972,0.2254080027341842
2023-04-01,28478.484375,1822.0220947265625,21.17049598693848,0.142423003911972,0.2254080027341842
