date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ITC.NS,LT.NS,SUNPHARMA.NS
2024-04-25,1442.57861328125,3544.869140625,723.2975463867188,1325.5936279296875,381.304443359375,3555.600341796875,1487.736328125
2024-04-26,1435.2421875,3516.48095703125,722.8427124023438,1318.037109375,383.4394836425781,3509.747314453125,1474.4263916015625
2024-04-27,1435.2421875,3516.48095703125,722.8427124023438,1318.037109375,383.4394836425781,3509.747314453125,1474.4263916015625
2024-04-28,1435.2421875,3516.48095703125,722.8427124023438,1318.037109375,383.4394836425781,3509.747314453125,1474.4263916015625
2024-04-29,1447.568359375,3561.43359375,732.2744750976562,1322.18408203125,381.8708801269531,3538.076904296875,1489.1553955078125
2024-04-30,1449.5198974609375,3515.836181640625,727.77392578125,1309.09814453125,379.6486206054688,3499.135986328125,1470.0711669921875
2024-05-01,1449.5198974609375,3515.836181640625,727.77392578125,1309.09814453125,379.6486206054688,3499.135986328125,1470.0711669921875
2024-05-02,1449.0753173828125,3555.084228515625,733.5910034179688,1303.476806640625,382.5680236816406,3504.197998046875,1486.61083984375
2024-05-03,1416.9129638671875,3536.771240234375,727.5345458984375,1305.181640625,380.3458251953125,3407.137939453125,1478.9283447265625
2024-05-04,1416.9129638671875,3536.771240234375,727.5345458984375,1305.181640625,380.3458251953125,3407.137939453125,1478.9283447265625
2024-05-05,1416.9129638671875,3536.771240234375,727.5345458984375,1305.181640625,380.3458251953125,3407.137939453125,1478.9283447265625
2024-05-06,1402.610595703125,3608.226806640625,728.994873046875,1314.028564453125,378.8643798828125,3371.6044921875,1496.5445556640625
2024-05-07,1384.775634765625,3661.50732421875,721.09521484375,1327.8975830078125,383.7444763183594,3336.99560546875,1483.03857421875
2024-05-08,1401.6473388671875,3659.666748046875,709.8441772460938,1315.3187255859375,384.3109436035156,3394.531005859375,1489.30224609375
2024-05-09,1377.5130615234375,3644.25341796875,693.0155029296875,1326.607421875,370.454833984375,3188.727783203125,1462.780029296875
2024-05-10,1390.6546630859375,3583.24267578125,697.8200073242188,1313.10693359375,377.6443481445313,3184.833740234375,1474.4263916015625
2024-05-11,1390.6546630859375,3583.24267578125,697.8200073242188,1313.10693359375,377.6443481445313,3184.833740234375,1474.4263916015625
2024-05-12,1390.6546630859375,3583.24267578125,697.8200073242188,1313.10693359375,377.6443481445313,3184.833740234375,1474.4263916015625
2024-05-13,1385.9859619140625,3632.8427734375,706.2400512695312,1311.7706298828125,376.337158203125,3206.640625,1492.5318603515625
2024-05-14,1403.154052734375,3589.960205078125,709.0062866210938,1312.9224853515625,374.4635009765625,3289.974365234375,1512.30126953125
2024-05-15,1399.399169921875,3570.819580078125,698.1112670898438,1308.545166015625,372.8077697753906,3320.98095703125,1494.831787109375
2024-05-16,1408.3660888671875,3615.821044921875,708.6665649414062,1339.32470703125,375.9885559082031,3368.97607421875,1503.5419921875
2024-05-17,1418.5927734375,3553.857421875,710.5350341796875,1330.9847412109375,380.2151184082031,3359.386474609375,1498.746337890625
2024-05-18,1418.5927734375,3553.857421875,710.5350341796875,1330.9847412109375,380.2151184082031,3359.386474609375,1498.746337890625
2024-05-19,1418.5927734375,3553.857421875,710.5350341796875,1330.9847412109375,380.2151184082031,3359.386474609375,1498.746337890625
2024-05-20,1418.5927734375,3553.857421875,710.5350341796875,1330.9847412109375,380.2151184082031,3359.386474609375,1498.746337890625
2024-05-21,1419.0128173828125,3540.973388671875,707.962890625,1321.6312255859375,378.9079284667969,3349.845947265625,1508.0927734375
2024-05-22,1443.2454833984375,3551.91064453125,708.1570434570312,1340.6612548828125,383.3523559570313,3369.219482421875,1506.47802734375
2024-05-23,1468.343017578125,3608.869140625,724.3661499023438,1356.8802490234375,384.6159362792969,3490.471435546875,1463.220458984375
