date,BTC-USD,ETH-USD,SOL-USD,XRP-USD,BNB-USD,ADA-USD,LINK-USD
2025-01-01,94419.7578125,3353.504150390625,193.8737335205078,2.322340965270996,706.512939453125,0.9175919890403748,21.67484474182129
2025-01-02,96886.875,3451.392578125,207.7670440673828,2.403369903564453,705.6785888671875,0.9613450169563293,22.040437698364258
2025-01-03,98107.4296875,3605.009765625,217.74732971191406,2.4528961181640625,713.6435546875,1.0903760194778442,23.39835548400879
2025-01-04,98236.2265625,3657.706787109375,216.6229248046875,2.4195950031280518,713.8411865234375,1.0714000463485718,23.613359451293945
2025-01-05,98314.9609375,3634.103759765625,213.3936309814453,2.3997271060943604,709.25830078125,1.0934669971466064,23.63523292541504
2025-01-06,102078.0859375,3688.611328125,218.72312927246094,2.418807029724121,729.4000854492188,1.0941239595413208,23.81981086730957
2025-01-07,96922.703125,3381.577392578125,202.23025512695312,2.2723500728607178,697.368896484375,0.9920099973678589,21.39488410949707
2025-01-08,95043.5234375,3326.329345703125,197.55905151367188,2.375304937362671,695.837158203125,0.9480310082435608,20.45516014099121
2025-01-09,92484.0390625,3219.4306640625,185.02528381347656,2.275212049484253,685.1207275390625,0.9059900045394897,19.645790100097656
2025-01-10,94701.453125,3267.489990234375,187.5791778564453,2.343251943588257,693.6244506835938,0.9314529895782471,20.266521453857422
2025-01-11,94566.59375,3282.2177734375,187.99551391601562,2.576770067214966,696.6578369140625,0.9945240020751953,20.192392349243164
2025-01-12,94488.4375,3265.951171875,188.5603790283203,2.5063140392303467,693.0482788085938,0.9685549736022949,19.837339401245117
2025-01-13,94516.5234375,3135.499755859375,182.83535766601562,2.522934913635254,688.2675170898438,0.9447420239448547,19.361106872558594
2025-01-14,96534.046875,3223.6845703125,187.49859619140625,2.669132947921753,698.6196899414062,0.9949089884757996,20.310087203979492
2025-01-15,100504.4921875,3450.53759765625,205.91134643554688,3.155057907104492,714.0284423828125,1.0791540145874023,22.114240646362305
2025-01-16,99756.90625,3308.34521484375,211.22784423828125,3.245539903640747,708.2980346679688,1.0900989770889282,23.005603790283203
2025-01-17,104462.0390625,3474.107177734375,219.62161254882812,3.2986350059509277,721.75048828125,1.1351219415664673,25.112716674804688
2025-01-18,104408.0703125,3305.78955078125,261.8697509765625,3.2740190029144287,709.4249877929688,1.10207200050354,24.112377166748047
2025-01-19,101089.609375,3208.96435546875,250.58636474609375,2.954716920852661,682.2039794921875,0.991191029548645,24.2492733001709
2025-01-20,102016.6640625,3278.035400390625,242.25022888183594,3.09983491897583,681.8033447265625,1.0086439847946167,25.068965911865234
2025-01-21,106146.265625,3327.40625,250.41378784179688,3.1693999767303467,691.8165893554688,1.004654049873352,26.594463348388672
2025-01-22,103653.0703125,3240.224609375,257.23736572265625,3.171104907989502,694.9832153320312,0.9816439747810364,25.2911434173584
2025-01-23,103960.171875,3334.714111328125,253.4552001953125,3.1198909282684326,690.2037353515625,0.9874939918518066,25.655147552490234
2025-01-24,104819.484375,3309.554931640625,253.36122131347656,3.103482961654663,680.2131958007812,0.9714940190315247,25.189668655395508
2025-01-25,104714.6484375,3317.26953125,256.0735778808594,3.109705924987793,686.2684936523438,0.9772719740867615,24.92470932006836
2025-01-26,102682.5,3236.13427734375,240.88345336914062,3.0262279510498047,666.7637939453125,0.9548559784889221,24.911712646484375
2025-01-27,102087.6875,3178.92041015625,235.07444763183594,3.053184986114502,679.7933349609375,0.9329429864883423,24.14933967590332
2025-01-28,101332.4765625,3077.112548828125,227.20396423339844,3.06112003326416,661.424560546875,0.9161149859428406,22.615997314453125
2025-01-29,103703.2109375,3112.9990234375,227.94493103027344,3.068294048309326,667.6857299804688,0.9411270022392273,23.62223243713379
2025-01-30,104735.3046875,3247.780029296875,239.0231475830078,3.1310689449310303,677.5535888671875,0.9610139727592468,24.47380828857422
2025-01-31,102405.0234375,3298.26513671875,231.63790893554688,3.0354199409484863,677.3753662109375,0.9422289729118347,25.148338317871094
