strategy,quantum_exposure,return,sharpe,risk
quantum-blind (theta=0),0.92,0.19308489468116835,3.7089531618874396,0.0027101535739415088
quantum-aware (theta=0.1),0.92,0.14363562032229643,2.5190213174425975,0.0032513267945279856
